j	A	B	C	product
430	-2095	4871.1252940687873	3834.0870388975081	-39126886953.379219
431	-4315	-7042.156921072502	1761.7915908554871	53535397426.305756
432	-6689	-4234.5464462752816	2832.2591082040481	80223402708.403534
433	9997	-2409.7597940297273	2795.1991105172574	-67337377053.022934
434	1709	-2018.4307522628728	-1600.7679341581791	5521846036.4498739
435	-2503	-10104.370747371433	1155.4767635041237	29223440117.871475
436	-209	2512.5169160427977	-6081.5994400047393	3193545387.1481371
437	1355	4288.3847986008923	1027.4746877156781	5970410257.0173378
438	4035	-4397.9527663210492	-406.76674121057641	7218376591.0342169
439	-359	-13351.251017379522	-1700.8893261329833	-8152531124.2078838
440	-2363	3839.416751186257	-7889.6175480219781	71578884856.738556
441	3827	1580.2358584598148	3751.6028570007475	22688053241.820892
442	331	5970.2532754190552	-9950.1388378220236	-19663005014.823204
443	9289	3835.1593113701338	-3321.5012927335029	-118327802125.44382
444	-1941	-3351.3777871739367	-8806.6160978628668	-57287251584.429832
445	391	-1891.0523119856236	-8970.3944305205005	6632722684.758173
446	241	-773.30533066317344	7795.2964596683096	-1452782777.8330653
447	2497	6041.0277466405778	6301.4603255055454	95054039786.82222
448	7993	133.46186706500566	3787.4638698004128	4040317622.0419836
449	1477	-2136.2777407070298	-7190.6560812665512	22688549305.101803
450	-1653	-5755.609074001929	3032.2393240929805	28848791030.191692
451	5925	4446.2403047830257	11455.893288044901	301793752702.74658
452	3217	377.09622811961611	-3720.8526696430099	-4513835454.3766766
453	7831	-4332.2185994179226	418.83501230242933	-14209230706.737251
454	-5253	-489.7261752370315	2328.9870481246271	5991392773.844718
455	-6239	15854.422524180651	3741.4902300662052	-370092282773.01855
456	-3879	3533.3292470966717	-6947.6520226638213	95223018968.383972
457	383	2807.981558345009	6156.3115893893746	6620848004.1950788
458	11583	105.74537415843909	3090.9688509535872	3785969082.6313896
459	-709	3809.4803279885073	-5862.8941793866315	15835217249.389252
460	4371	4422.8133542298901	1095.6540538494339	21181312548.269661
461	5279	-5799.8516473312693	8796.3552633539839	-269321675825.91766
462	-2687	-7467.9771947137297	704.49282540090462	14136673383.019039
463	8019	-285.75078298236684	-1844.9966149799341	4227690793.9619374
464	-8005	8122.0265475876868	-5517.8129606317425	358750665923.74976
465	-247	-7903.3463644599096	1638.7627543043034	3199072285.1414766
466	-7679	-668.07934681217694	-2031.2192079298406	-10420522805.194099
467	-6325	-11466.380724026092	-1871.2446600083711	-135711753399.0639
468	-4117	-3987.0057701014584	-1409.849677642462	-23141981418.51384
469	-5357	-2473.1380780815925	196.83199301937529	2607748477.4053001
470	-4971	3815.281244494141	734.55824679085686	-13931457667.091152
471	7165	1004.7845423844141	-88.732753201450706	-638812046.04550636
472	6759	4254.2560947747597	4432.1403774110267	127444055583.03409
473	-6629	-10739.895198705859	446.48555396493765	31787434211.971359
474	1235	-5222.0727943590291	5547.298074987476	-35775967034.096504
475	-7827	-1138.6284848376297	3705.0910122212063	33019938388.82806
476	-13281	-7405.4104537433732	-345.80388760553524	-34010246757.354252
477	-251	-1754.9954185287154	1598.6631834331095	704217287.23660529
478	-951	-7757.7812704917442	-5885.7599652864728	-43423076938.665367
479	9401	2690.5801432614162	2808.596864422464	71041053321.062607
480	5407	4781.7212314888466	-1538.9697510131975	-39789703868.741394
481	-6419	-1837.1872201772273	8099.8062734649002	95520244008.593597
482	3173	-4224.0424470068638	-2850.2626747446702	38201747650.243073
483	-2543	-6537.8228119579317	9503.3576025968305	157999814840.47989
484	1869	11067.84373286228	2916.7692636503716	60335705449.444542
485	1231	1022.7253632897791	6952.2944624859783	8752764380.0873375
486	407	-1034.1267193605395	1973.3381797203781	-830557467.35913515
487	1079	1877.2843426776014	3318.1885167960354	6721288833.1758823
488	3343	-1088.832390985621	-7092.9727448288786	25818184475.064732
489	3103	-9319.2640861674918	5721.6195438774548	-165455942793.50061
490	4739	2929.4673515673076	1769.0531568472209	24559315246.184429
491	-4665	2906.412932099407	6559.2132427204333	-88932543930.533249
492	4081	6709.7334058637762	8308.0602073967002	227494810844.01996
493	-1331	1096.1664660412096	5143.4877473850802	-7504336105.7330723
494	5239	-5480.4247307004762	-2524.7252798683039	72489773790.096237
495	-5865	5384.8666497643289	5531.9477675242588	-174711318108.86444
496	-5969	-6272.313049930056	-6095.9068428323271	-228227317731.44568
497	-1017	-1730.5491632217329	1464.5351842204034	2577535789.8999491
498	4307	849.13282138549982	-2526.4962019849499	-9239939963.2457676
499	-2241	-2236.2166200193242	5752.3177695954337	28826943492.604031
500	-4211	914.33864381348599	7505.3606196212831	-28897740104.910843
501	-7741	3371.4334329746434	-4299.0886182044733	112198759195.31015
502	1277	-4891.8429303255207	-2725.4693248899612	17025689142.894648
503	3121	-5688.1169498705867	3232.201603195288	-57380024201.270622
504	3035	8915.6305552662543	-2565.4451141489508	-69418222172.359497
505	5881	-588.67931304574017	6149.1435842459732	-21288476765.063007
506	2495	-1914.6130149260218	1432.6366733624934	-6843647327.0979738
507	5135	1564.2540462599366	-3058.0499086172613	-24563616253.431519
508	-7147	-6324.139641015784	-670.62055135900891	-30311127498.406208
509	1477	-7647.9734904661809	4385.7779522437968	-49541997059.929291
510	559	-5627.9790303622567	-682.48425276732723	2147122948.2879772
511	2959	580.5784527278056	7749.6591495093789	13313384664.724321
512	111	-2791.9539084109083	-3262.7873501115109	1011160260.2847829
513	3353	3579.22164856157	5937.4658271071721	71256300375.699265
514	-2725	-3942.8529715167488	2948.4074264514256	31678498277.655994
515	-499	2071.5859629109891	2297.3409829767406	-2374810526.8450198
516	-2827	-15154.512201650539	4137.014879246316	177237188851.23535
517	3307	9506.1821699414049	-2268.4525769560832	-71313217617.460846
518	-2381	-6982.9670211195125	5840.3985033251238	97105061440.756851
519	-3097	-1265.9807380001805	-1692.9328670236239	-6637553579.974781
520	-8819	-4942.0470775465574	-1829.5519764506123	-79739034494.218338
521	-11861	9955.3747172969615	-1839.444321257007	217202872185.539
522	-8207	-19743.585773033952	-7302.4495184964226	-1183256850826.7656
523	951	7187.8865703363599	8647.1462436736601	59109125745.161217
524	293	4877.3097529688484	3058.6610798495976	4370984992.1225653
525	5957	-9046.4393384610376	7661.5129170410319	-412876166359.75574
526	-7463	-1049.0330868296671	-974.51073794216597	-7629380178.5107851
527	593	1029.2922510485123	545.9119363646588	333208435.03203386
528	12559	-2724.8506163289394	8692.5166227388272	-297470078708.8313
529	-2027	1211.9872234886709	6444.1954919494556	-15831442834.063522
530	617	-8346.7822414005477	4004.8568671869079	-20624871266.064602
531	-2749	892.70259459566569	-1619.5399311160961	3974414853.5376592
532	6201	2171.6437362782135	3876.0294188397511	52196018411.14032
533	-4489	4286.16802218063	3401.5500594603009	-65447892142.176369
534	-5545	-1431.3187115110866	-2836.2751134693299	-22510557638.800934
535	-75	-1167.9896041741993	-483.99895998645326	-42397931.527147621
536	-1527	4264.8425086462112	-2823.7885434907457	18389681485.785358
537	5711	-5299.8297329128281	604.97427235347993	-18310954493.716702
538	2077	-2763.0552748590198	379.08541943902065	-2175520351.1271009
539	-1447	-7373.529025342451	184.64740009184038	1970094788.9531541
540	-3465	2360.3289285626715	-1492.5663268268947	12207013014.762882
541	5085	6106.7007590132625	-3025.4865511573316	-93949143078.243103
542	-6145	-1659.6169461333491	9403.9896626881491	95905141620.552261
543	-7561	-4219.7426568324927	10723.348186486843	342133509205.15582
544	-3235	-8707.8614570823611	2471.4376006972907	69620228693.361694
545	-4937	-105.85799989505323	134.70505789344682	70399684.717464253
546	901	768.6100104991317	8389.7614870033012	5810057652.8143473
547	2071	-1583.79839219881	-4530.1427503874138	14859078738.108486
548	-1837	-3126.4529749745698	-610.42333046531326	-3505840721.5373993
549	2783	1268.6253641441042	-565.9187155368179	-1998023782.1850505
550	-4183	-1478.8496239379176	5257.875833520885	32525367005.396481
551	3027	4985.2726912981243	-9399.4705393915665	-141841962320.47272
552	5403	-2656.2605973336977	-3364.0057185423793	48279456560.112633
553	-1979	-1128.181629448972	6747.9784928630261	15066018890.326792
554	6373	1723.9657551350954	1278.6410204244373	14048216326.892719
555	953	-2138.8479703068406	4981.3920952093767	-10153681674.650482
556	1501	5708.5363642556758	1612.3272201015936	13815246879.110846
557	-1701	1882.7943563647048	35.217684074279227	-112789324.24960901
558	-2915	7005.4379858729653	12479.849269182027	-254849151523.98499
559	-225	-2123.2014051911028	656.19415711505849	313477280.20459878
560	-3291	-3426.3055397963508	9729.4373926156404	109708859056.35162
561	8077	8248.6579191170731	-1227.5237714878333	-81783047051.951828
562	-3773	-3320.4898440373718	-1522.7939075718948	-19077879091.661282
563	-101	-4230.6269526203168	6502.9917897882106	2778684966.1932106
564	7947	5929.5753588757989	-2600.782177294911	-122554930000.97859
565	-149	5582.8941347165028	-1719.2026793980542	1430120856.7248437
566	3437	-761.18717276709026	2845.501087292846	-7444400834.6496763
567	-6117	2221.527486914978	3699.4779565196741	-50272515366.081467
568	7129	-2006.983592919273	2223.8282542598126	-31818058838.138573
569	-1451	1861.3792725718956	-3028.7634986016656	8180270194.4360619
570	-991	-6367.1790605573797	-4251.2972181590239	-26825151692.018963
571	-5663	1120.7544851780108	-8277.2484921094565	52534310978.267029
572	-4311	8136.9912317048647	4269.9113966865598	-149782382406.02432
573	8807	-1799.9745170071467	1763.4644762504729	-27955101184.136501
574	-321	2161.1106634508687	-2938.2099157248231	2038284766.4859281
575	8389	-4722.4333643286436	485.1486285448712	-19219887486.057018
576	-1165	1212.749585850934	2923.8726241965405	-4131002990.8976521
577	4917	-55.764020651872876	-95.943182816440114	26306823.396789368
578	-2235	630.25394398583899	-11629.766246947454	16381893010.065468
579	3697	5803.9338728968332	6591.4742425970426	141434208885.1763
580	-7331	-1708.8059281955418	3072.0595172288022	38484476817.072922
581	7321	1300.3566925221896	7633.7450937875265	72672576530.475815
582	3279	-8945.6586097593608	6004.2747332518929	-176122277446.2684
583	1077	-2164.7367117871408	-740.13308993512669	1725562153.288131
584	-979	-7421.287231909494	10468.932077076455	76061399964.273193
585	-2019	4872.0829953198618	-10224.374734485167	100574470606.67802
586	1395	-2815.2254558796449	-1852.3485943463245	7274616587.7734785
587	729	1698.1853984539755	10584.012829140986	13102766095.709148
588	-1061	4441.4613197714598	2745.7595991002472	-12939091341.01543
589	10933	-7071.6219197008932	-2700.3614798163117	208775862075.70508
590	8881	12039.028186832116	2011.2757236002053	215042803341.00452
591	7595	-7629.804501075495	1152.0938679685976	-66761956189.213509
592	2747	-4160.0567751713779	3309.6955515436603	-37822128293.914017
593	-4521	-3550.8728987381401	1166.0846893448486	18719736333.568066
594	-75	4744.2758039075388	1807.6818281533285	-643210586.88533866
595	-2113	2945.1886498256572	618.91942202576979	-3851649207.4443917
596	9957	3424.5215482064368	4309.4681821612585	146944078245.21429
597	-4829	3495.5805682272803	4152.5831760578321	-70096262461.928436
598	2939	6349.7205623565451	-794.64243796158098	-14829481081.026566
599	1887	-9798.0669892184887	-2434.8634478723825	45018074409.286812
600	-7679	-1803.2027248388292	6181.8571033758699	85598900141.920822
601	-2571	-3925.1259244933217	-3588.6269332956199	-36214624218.288177
602	1865	4732.4762969186477	3119.39313618291	27531976855.015583
603	6773	2252.0643537279984	-1326.4097063497832	-20232034802.653397
604	-12267	-4513.6686186948473	-2748.2554745836833	-152168632670.72275
605	3633	-3854.7402661928454	-10328.080083700732	144637236399.62659
606	-9389	3044.5245777571354	-4943.6339913171641	141313981618.91669
607	-427	-4720.9798218720252	-4173.3718943101567	-8412926722.4419956
608	889	-3537.1930098354387	4961.5647033783271	-15601960656.119457
609	8847	-5497.9002502983049	7174.1615545131799	-348950669291.39191
610	-2191	-3236.9510288254796	-606.95168212019587	-4304598262.3029346
611	3325	-7212.9326614928095	203.89634069565875	-4890046163.0805874
612	9959	2086.165399467634	-7497.6078131140721	-155771208735.02936
613	-3919	1348.6177565051782	970.62210792054555	-5129963983.4150839
614	2791	1490.3256770682376	-4819.2723223499643	-20045758235.40976
615	4629	-906.42451031844166	-8089.548005192757	33942441483.889935
616	13889	6958.6566916116417	1003.70336941696	97006708936.164215
617	-127	-5399.9799400931615	-427.10022878921166	-292904248.81960976
618	4517	2104.4154319245017	-7493.9864454689841	-71235171083.432999
619	-10985	7986.9686729813811	3531.6858923401805	-309858998465.47052
620	6309	-1179.9083816071927	11757.298842793725	-87521826151.986099
621	5719	-6570.1851309484455	-344.93179509245073	12960773831.72917
622	4339	-5817.7000116290028	7009.7396157388093	-176946859576.71579
623	-267	5221.1300246538513	-2388.2484397695189	3329317954.6019645
624	8249	-10755.457779195185	16871.389217616146	-1496859534338.7183
625	12545	145.86696048351433	-975.3432470571513	-1784781601.9237862
626	-219	-7326.4996551614668	-2398.4497464419856	-3848320831.61022
627	-2023	-3021.5089335103667	-7551.8247830517621	-46160623931.656578
628	-4529	2686.8056465759719	-2826.0290938593089	34388655907.337563
629	665	7032.8678660573651	-2209.1636176970651	-10331942618.813543
630	-6877	4364.5439483002183	-13966.66560788364	419209031517.36029
631	815	-2993.210862975804	-106.90659171395885	260795086.88818169
632	7479	4886.9150461463041	-5378.4091663979607	-196576754694.7388
633	-1393	10524.985591391873	10441.721088917644	-153089256866.19586
634	-11601	-14938.692408562629	5043.0217123214143	873974678123.01013
635	1051	-4466.5704888121536	7343.6073003605879	-34473577371.326111
636	3919	4592.8922652013944	-5941.5511542082359	-106945216106.34932
637	-2711	395.63869330245706	2108.5842119924091	-2261617868.8732028
638	-2721	-1001.841450717198	-553.8835543575758	-1509892433.3663235
639	-9165	-3236.3904408889557	-5088.6745477972991	-150937813684.01718
640	-6429	-6034.9735624440682	-4381.92459885281	-170013613456.97452
641	-7097	1379.0434147737449	-3574.9450297904514	34988241237.521095
642	101	7368.6154627228616	-13376.120740924182	-9954912502.4050121
643	3557	1745.541936051113	-4683.6858903926141	-29080502977.206577
644	-2763	-9284.6170349552176	1746.4873734547984	44803333715.455559
645	-5867	-1731.7057104964304	-1074.8372635959147	-10920257820.319702
646	1123	-775.25273798504736	-1320.3995330042574	1149551485.638803
647	4941	-690.30100240065985	3632.0860485090543	-12388236474.690876
648	-5481	5876.2969699891319	-3903.9619594252008	125738743125.34795
649	-2359	3172.8571078086979	2203.6867645417897	-16494088402.440212
650	-10501	-6570.7167040256181	2098.7576946193567	144812383880.48761
651	-7857	-394.06421508488467	-9961.3733419402979	-30842030967.56982
652	7145	3470.8536611199243	-5360.2276138701864	-132929621483.7776
653	-2343	2572.4701761800479	1819.1657119627796	-10964653171.17407
654	2711	7223.7045334630648	2375.9004506582023	46528358543.908043
655	-4891	6162.4551872669535	11818.543345351538	-356217613154.354
656	-2557	6948.3951139380342	1969.1234776513763	-34985508010.332382
657	465	5520.0843586897745	-7262.338596739758	-18641255588.348068
658	-3497	-836.36643852298926	818.85278332944631	2394958868.2793975
659	1329	-2490.7929077006611	10622.978602921981	-35164861244.779739
660	527	-519.41093048578523	397.45070674019115	-108794007.22315203
661	1637	308.93188481576613	-5936.4035085243731	-3002166859.886447
662	1687	1300.9780456381247	9905.2261230163185	21739494666.91267
663	-5277	-9101.3285314237892	-3626.0463943775203	-174150707070.07224
664	-349	-8358.5038999848002	2800.6254223331607	8169754441.723937
665	-5429	-626.19738496834202	5377.8837671479696	18282791344.717377
666	-1235	5493.7890861058577	9057.4842886173519	-61453486790.490891
667	869	-868.06072565394788	6142.047525354451	-4633221431.4865303
